file,status,before_kb,after_kb,reduction_pct,width,height,error,output_path
163_6.png,OK,92.9,20.9,77.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_6.webp
163_7.png,OK,93.6,20.8,77.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_7.webp
163_8.png,OK,92.3,20.7,77.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_8.webp
163_9.png,OK,92.7,20.8,77.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_9.webp
164.png,OK,64.5,17.3,73.2,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164.webp
164_1.png,OK,64.2,19.1,70.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_1.webp
164_10.png,OK,60.9,16.1,73.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_10.webp
164_11.png,OK,64.3,17.1,73.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_11.webp
164_2.png,OK,64.1,17.4,72.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_2.webp
164_3.png,OK,66.8,19.8,70.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_3.webp
164_4.png,OK,65.6,20.5,68.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_4.webp
164_5.png,OK,7.5,2.8,62.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_5.webp
164_6.png,OK,68.0,21.3,68.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_6.webp
164_7.png,OK,65.0,17.3,73.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_7.webp
164_8.png,OK,64.9,21.1,67.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_8.webp
164_9.png,OK,65.1,19.3,70.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\164_9.webp
165.png,OK,21.8,8.2,62.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165.webp
165_1.png,OK,22.7,7.3,67.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_1.webp
165_10.png,OK,22.2,7.5,66.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_10.webp
165_11.png,OK,22.6,8.0,64.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_11.webp
165_12.png,OK,22.3,7.5,66.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_12.webp
165_13.png,OK,23.9,8.6,64.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_13.webp
165_14.png,OK,22.0,7.6,65.2,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_14.webp
165_15.png,OK,22.4,6.8,69.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_15.webp
165_16.png,OK,20.7,6.0,70.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_16.webp
165_17.png,OK,22.8,6.7,70.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_17.webp
165_2.png,OK,22.6,7.0,69.0,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_2.webp
165_3.png,OK,22.8,7.4,67.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\165_3.webp
